display_bronze,within_display_bronze,promo_ins,cross_box_display_gold,cross_box_display_platinum,cross_box_display_silver,Month_2,Wtd.Selling.Dist,Price,Month_3,within_display_platinum,within_display_silver,promo_catalogue,display_silver,display_gold,cross_box_display_bronze,cross_box_promo_ins,display_platinum,Vol.Sales
0.0,0.0,1.0,0.6593406593406593,0.0,0.0,0.0,0.514891468955073,0.7323456916370397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1715487777777778
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5017667844522968,0.7704157232342448,0.0,0.0,0.0,0.0,0.0,0.0,0.4945054945054945,0.0,0.0,0.4163627777777778
1.0,0.7301587301587301,1.0,0.0,0.0,0.0,0.0,0.00201918223119657,0.6941584020973091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.0,0.40956288888888887
0.0,0.0,0.0,0.0,0.0,0.3438430728150354,0.0,0.5795053003533566,0.9801317450335416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25390555555555555
0.0,0.0,1.0,0.0,0.0,0.3406593406593406,0.0,0.5552751135790004,0.7635863388302262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2702717777777778
0.0,0.7301587301587301,0.0,0.0,0.0,0.3406593406593406,0.0,0.4810701665825341,0.8857388952133167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13277833333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015143866733975386,0.6980754588785087,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.18681318681318682,1.0,0.5052106666666666
0.0,0.0,0.0,0.0,0.0,0.3406593406593406,0.0,0.0015143866733975386,0.8335635589956851,0.0,0.0,0.26086956521739124,0.0,1.0,0.0,0.0,0.0,0.0,0.11732655555555556
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00201918223119657,0.6541833255832925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5274725274725275,0.0,0.49968155555555555
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00201918223119657,0.8311365942311442,0.0,0.0,0.0,0.0,0.0,0.0,0.6593406593406593,0.18681318681318682,0.0,0.13852544444444445
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025239777889956017,0.744644805948786,1.0,0.0,0.0,0.0,0.0,0.0,0.3406593406593406,0.0,0.0,0.10967166666666667
0.0,0.0,0.0,0.0,0.0,0.3406593406593406,0.0,0.4083796062594649,0.6281123114797671,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0533190000000001
0.0,0.0,0.0,0.0,0.0,0.3438430728150354,0.0,0.00201918223119657,0.8308976227505394,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12781022222222221
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5376072690560321,0.7314811570119701,0.0,0.0,0.0,0.0,0.0,0.0,0.3406593406593406,0.3406593406593406,0.0,0.35089011111111107
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5073195355880866,0.6775281116037872,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7640084444444445
0.0,0.492063492063492,1.0,0.0,0.3406593406593406,0.0,0.0,0.003028773346794633,0.6108178749532351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3960071111111111
0.0,0.0,1.0,0.6593406593406593,0.0,0.0,0.0,0.5510531870955897,0.7700384908700908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4336261363636364
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9823321554770312,0.956717094603821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2712608888888889
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504795557799091,0.8962540146293412,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3406593406593406,0.0,0.22516844444444442
0.0,0.0,1.0,0.0,0.0,0.3406593406593406,0.0,0.9091367995961632,0.878172985984099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2480547777777778
0.0,0.2698412698412698,0.0,0.3438430728150354,0.0,0.0,0.0,0.8384654215042904,0.9744637001207401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18765655555555555
0.0,0.0,1.0,0.0,0.3406593406593406,0.0,0.0,0.00201918223119657,0.17878831896737246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18681318681318682,0.0,0.314285
0.0,0.0,0.0,0.0,0.0,0.6593406593406593,0.0,0.47753659767794043,0.8682108550118501,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1330391111111111
0.0,0.0,0.0,0.0,0.0,0.3406593406593406,0.0,0.50530035335689,0.9833423092154625,0.0,0.0,0.0,0.0,0.0,0.0,0.6593406593406593,0.6593406593406593,0.0,0.291445
1.0,0.7301587301587301,1.0,0.0,0.0,0.6655027215774879,0.0,0.00201918223119657,0.698709084901985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5350874444444444
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.479555779909137,0.8824253101012092,0.0,0.0,0.0,0.0,0.0,0.0,0.3406593406593406,0.3406593406593406,0.0,0.12622699999999998
0.0,0.0,0.0,0.0,0.4945054945054945,0.0,0.0,0.001009591115598063,0.07351823025655602,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.18681318681318682,0.0,0.955147222222222
0.0,0.238095238095238,0.0,0.0,0.0,0.0,0.0,0.4704694598687529,0.9164723237272101,1.0,0.0,0.0,0.0,0.0,0.0,0.9982540823662319,0.3438430728150354,0.0,0.14850988888888889
0.0,0.2786885245901639,0.0,0.0,0.6593406593406593,0.0,0.0,0.903664356844569,0.7053217344897211,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6065471590909091
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0025239777889956017,0.7401688438188394,0.0,0.0,0.0,0.0,0.0,1.0,0.6593406593406593,0.0,0.0,0.3997306666666667
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00201918223119657,0.656379630155401,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8461538461538461,1.0,0.9185076666666666
0.0,0.0,0.0,0.0,0.3406593406593406,0.0,0.0,0.0015143866733975386,0.8326389646724124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12415655555555555
1.0,0.7258064516129032,1.0,0.6655027215774879,0.0,0.0,0.0,0.525492175668854,0.7345426702071487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5409062222222223
0.0,0.0,0.0,0.6593406593406593,0.0,0.0,0.0,0.9904088844018171,0.7025326250363904,0.0,0.0,0.0,1.0,0.0,0.0,0.12087912087912082,0.12087912087912082,0.0,0.6580406666666666
0.0,0.0,0.0,0.6544110095511964,0.3438430728150354,0.0,1.0,0.0005047955577992536,0.7432968892365004,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2694315555555556
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48308934881373,0.8781563454212726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12239466666666667
